pair,bird_width,bird_TotalLength,bird_wingspan,bird_wing,bird_tail,bird_tarsus,bird_finger,beak_culmen,beak_width,beak_height
R_dimidiatus_98_R_icteronotus_50,0.6098,0.8804,0.985,0.88,1.0,0.557,0.1981,0.3455,0.825,0.6638
R_dimidiatus_98_R_icteronotus_51,0.8293,0.9674,0.9474,0.92,0.8795,0.6398,0.1981,0.4081,0.8604,0.7507
R_dimidiatus_98_R_icteronotus_52,0.7561,0.8152,0.8195,0.84,0.9639,0.9914,0.1981,0.6052,0.6031,0.9957
R_dimidiatus_98_R_icteronotus_53,0.8537,0.9674,0.8872,0.6,1.0,0.8109,0.1981,0.6352,0.8573,0.7739
R_dimidiatus_102_R_dimidiatus_106,0.9512,0.9348,0.9098,1.0,0.988,0.8289,0.9575,0.9095,0.9167,0.9536
R_dimidiatus_102_R_dimidiatus_200,0.6585,0.25,0.1955,0.44,0.5422,0.9383,0.2319,0.2364,0.5,0.8377
R_dimidiatus_102_R_dimidiatus_201,1.0,0.8152,0.6617,0.8,0.8072,0.8602,0.2319,0.8356,0.3958,0.7275
R_dimidiatus_102_R_dimidiatus_203,1.0,0.8696,0.5714,0.6,0.9639,0.7039,0.2319,0.769,0.7708,0.8377
R_dimidiatus_102_R_dimidiatus_204,0.878,0.9239,0.8421,0.88,0.8795,0.9641,0.2319,0.9667,0.8844,0.8986
R_dimidiatus_102_R_dimidiatus_205,0.9756,0.9022,0.8571,0.92,0.9639,0.7922,0.2319,0.9481,0.7938,0.8159
R_dimidiatus_102_R_icteronotus_02,0.7317,0.837,0.7594,1.0,0.9277,0.5773,0.2319,0.9953,0.875,0.8145
R_dimidiatus_102_R_icteronotus_04,0.9268,0.8804,0.9624,0.92,0.8916,0.7492,0.9819,0.8222,0.7604,0.9304
R_dimidiatus_102_R_icteronotus_05,0.6829,0.9891,0.9549,0.88,0.9277,0.593,0.9931,0.7423,0.8125,0.9449
R_dimidiatus_102_R_icteronotus_06,0.7805,0.8804,0.9023,0.88,0.8916,0.8586,0.8931,0.8822,0.8854,0.9159
R_dimidiatus_102_R_icteronotus_07,0.7317,0.8804,0.985,0.68,0.9277,0.9445,0.9056,0.9913,0.875,0.9681
R_dimidiatus_102_R_icteronotus_08,0.3902,0.8804,0.9774,0.92,0.988,0.9211,0.9881,0.8688,0.9688,0.9884
R_dimidiatus_102_R_icteronotus_09,0.6341,0.8478,0.8872,0.92,0.9157,0.5617,0.9494,0.8622,0.9479,0.9826
R_dimidiatus_102_R_icteronotus_10,0.8049,0.75,0.9098,0.68,0.9277,0.8039,0.8369,0.9221,0.9792,0.7565
R_dimidiatus_102_R_icteronotus_11,0.7561,0.8587,0.8271,0.56,0.9759,0.7609,0.9388,0.7636,0.7562,0.8362
R_dimidiatus_102_R_icteronotus_12,0.7317,0.8152,0.9023,0.72,0.9036,0.7391,0.8675,0.8442,0.8229,0.9478
R_dimidiatus_102_R_icteronotus_13,0.7561,0.8478,0.9925,0.76,0.8916,0.743,0.83,0.8342,0.8688,0.9377
R_dimidiatus_102_R_icteronotus_14,0.7073,0.9457,0.9774,0.76,0.988,0.8273,0.7681,0.9041,0.826,0.6928
R_dimidiatus_102_R_icteronotus_15,0.8293,0.9674,0.9624,0.92,0.9819,0.9938,0.9244,0.8868,0.9833,0.9188
R_dimidiatus_102_R_icteronotus_16,0.6829,0.9891,0.8271,0.56,0.9398,0.8,0.9225,0.9348,0.9562,0.9768
R_dimidiatus_102_R_icteronotus_17,0.7317,0.9565,0.812,0.6,0.9157,0.9484,0.8025,0.7923,0.974,0.858
R_dimidiatus_102_R_icteronotus_18,0.7805,0.9239,0.8045,0.72,0.9518,0.9344,0.8756,0.7883,0.8844,0.9913
R_dimidiatus_102_R_icteronotus_22,0.8293,1.0,0.8647,0.76,0.988,0.8102,0.9312,0.8395,0.9833,0.8507
R_dimidiatus_102_R_icteronotus_23,0.7317,0.9891,0.9023,0.72,1.0,0.8914,0.9156,0.9694,0.9917,0.9899
R_dimidiatus_102_R_icteronotus_24,0.7561,0.9565,0.8421,0.68,0.9639,0.9578,0.8344,0.8935,0.974,0.8812
R_dimidiatus_102_R_icteronotus_26,0.8293,0.9076,0.9789,0.82,0.9512,0.8148,0.9056,0.9807,0.9865,0.9696
R_dimidiatus_102_R_icteronotus_28,0.878,0.9891,0.9774,0.96,1.0,0.9273,0.9038,0.9707,0.9167,0.8971
R_dimidiatus_102_R_icteronotus_50,0.6098,0.8913,0.9925,0.92,0.9398,0.7055,0.2319,0.5759,0.7198,0.8217
R_dimidiatus_102_R_icteronotus_51,0.8293,0.9783,0.9549,0.88,0.8193,0.7883,0.2319,0.6385,0.7552,0.9087
R_dimidiatus_102_R_icteronotus_52,0.7561,0.8261,0.8271,0.64,0.9036,0.8602,0.2319,0.8356,0.7083,0.8377
R_dimidiatus_102_R_icteronotus_53,0.8537,0.9783,0.8947,0.8,0.9398,0.9594,0.2319,0.8655,0.9625,0.9319
R_dimidiatus_106_R_dimidiatus_200,0.6098,0.1848,0.2857,0.44,0.5542,0.8906,0.1894,0.1458,0.4167,0.8841
R_dimidiatus_106_R_dimidiatus_201,0.9512,0.75,0.7519,0.8,0.8193,0.9688,0.1894,0.745,0.3125,0.6812
R_dimidiatus_106_R_dimidiatus_203,0.9512,0.8043,0.6617,0.6,0.9759,0.875,0.1894,0.6784,0.8542,0.8841
R_dimidiatus_106_R_dimidiatus_204,0.9268,0.8587,0.9323,0.88,0.8916,0.793,0.1894,0.9427,0.9677,0.9449
R_dimidiatus_106_R_dimidiatus_205,0.9268,0.837,0.9474,0.92,0.9759,0.9633,0.1894,0.8575,0.8771,0.8623
R_dimidiatus_106_R_icteronotus_02,0.7805,0.9022,0.8496,1.0,0.9398,0.4063,0.1894,0.9048,0.7917,0.7681
R_dimidiatus_106_R_icteronotus_04,0.878,0.9457,0.9474,0.92,0.8795,0.5781,0.9394,0.7317,0.6771,0.8841
R_dimidiatus_106_R_icteronotus_05,0.7317,0.9457,0.8647,0.88,0.9157,0.4219,0.9644,0.6518,0.7292,0.8986
R_dimidiatus_106_R_icteronotus_06,0.8293,0.9457,0.812,0.88,0.8795,0.6875,0.9356,0.7916,0.9687,0.8696
R_dimidiatus_106_R_icteronotus_07,0.7805,0.9457,0.9248,0.68,0.9157,0.7734,0.9481,0.9181,0.9583,0.9855
R_dimidiatus_106_R_icteronotus_08,0.3415,0.9457,0.8872,0.92,0.9759,0.75,0.9456,0.7783,0.9479,0.942
R_dimidiatus_106_R_icteronotus_09,0.6829,0.913,0.9774,0.92,0.9036,0.3906,0.9919,0.7716,0.8646,0.971
R_dimidiatus_106_R_icteronotus_10,0.8537,0.8152,1.0,0.68,0.9157,0.6328,0.8794,0.8316,0.8958,0.7101
R_dimidiatus_106_R_icteronotus_11,0.8049,0.9239,0.7368,0.56,0.9639,0.5898,0.9812,0.8542,0.8396,0.8826
R_dimidiatus_106_R_icteronotus_12,0.7805,0.8804,0.812,0.72,0.8916,0.568,0.91,0.9348,0.9062,0.9014
R_dimidiatus_106_R_icteronotus_13,0.8049,0.913,0.9023,0.76,0.8795,0.9141,0.8725,0.9248,0.9521,0.9841
R_dimidiatus_106_R_icteronotus_14,0.7561,0.9891,0.9323,0.76,0.9759,0.6563,0.8106,0.8136,0.7427,0.7391
R_dimidiatus_106_R_icteronotus_15,0.878,0.9674,0.9474,0.92,0.994,0.8227,0.9669,0.9774,0.9333,0.8725
R_dimidiatus_106_R_icteronotus_16,0.7317,0.9457,0.7368,0.56,0.9277,0.6289,0.965,0.9747,0.8729,0.9304
R_dimidiatus_106_R_icteronotus_17,0.7805,0.8913,0.7218,0.6,0.9036,0.7773,0.845,0.8828,0.8906,0.9043
R_dimidiatus_106_R_icteronotus_18,0.8293,0.9891,0.7143,0.72,0.9398,0.7633,0.9181,0.8788,0.9677,0.9449
R_dimidiatus_106_R_icteronotus_22,0.878,0.9348,0.7744,0.76,0.9759,0.6391,0.9738,0.9301,0.9,0.8043
R_dimidiatus_106_R_icteronotus_23,0.7805,0.9457,0.812,0.72,0.988,0.7203,0.9581,0.9401,0.925,0.9638
R_dimidiatus_106_R_icteronotus_24,0.8049,0.9783,0.7519,0.68,0.9518,0.8711,0.8769,0.984,0.9427,0.8348
R_dimidiatus_106_R_icteronotus_26,0.878,0.9728,0.8887,0.82,0.9392,0.6438,0.9481,0.8901,0.9031,0.9232
R_dimidiatus_106_R_icteronotus_28,0.8293,0.9457,0.8872,0.96,0.988,0.7563,0.9462,0.9387,1.0,0.8507
R_dimidiatus_106_R_icteronotus_50,0.6585,0.9565,0.9173,0.92,0.9518,0.5344,0.1894,0.4854,0.8031,0.7754
R_dimidiatus_106_R_icteronotus_51,0.878,0.9565,0.9549,0.88,0.8313,0.6172,0.1894,0.5479,0.8385,0.8623
R_dimidiatus_106_R_icteronotus_52,0.8049,0.8913,0.9173,0.64,0.9157,0.9688,0.1894,0.745,0.625,0.8841
R_dimidiatus_106_R_icteronotus_53,0.9024,0.9565,0.985,0.8,0.9518,0.7883,0.1894,0.775,0.8792,0.8855
R_dimidiatus_200_R_dimidiatus_201,0.6585,0.4348,0.5338,0.64,0.7349,0.9219,1.0,0.4008,0.8958,0.5652
R_dimidiatus_200_R_dimidiatus_203,0.6585,0.3804,0.6241,0.04,0.5783,0.7656,1.0,0.4674,0.2708,1.0
R_dimidiatus_200_R_dimidiatus_204,0.5366,0.3261,0.3534,0.32,0.6627,0.9023,1.0,0.2031,0.3844,0.9391
R_dimidiatus_200_R_dimidiatus_205,0.6829,0.3478,0.3383,0.52,0.5783,0.8539,1.0,0.2883,0.2938,0.9783
R_dimidiatus_200_R_icteronotus_02,0.3902,0.087,0.4361,0.44,0.6145,0.5156,1.0,0.241,0.625,0.6522
R_dimidiatus_200_R_icteronotus_04,0.7317,0.1304,0.2331,0.36,0.4337,0.6875,0.25,0.4141,0.7396,0.7681
R_dimidiatus_200_R_icteronotus_05,0.3415,0.2391,0.1504,0.32,0.4699,0.5312,0.225,0.494,0.6875,0.7826
R_dimidiatus_200_R_icteronotus_06,0.439,0.1304,0.0977,0.32,0.4337,0.7969,0.125,0.3542,0.3854,0.7536
R_dimidiatus_200_R_icteronotus_07,0.3902,0.1304,0.2105,0.12,0.4699,0.8828,0.1375,0.2277,0.375,0.8696
R_dimidiatus_200_R_icteronotus_08,0.7317,0.1304,0.1729,0.52,0.5301,0.8594,0.2438,0.3675,0.4688,0.8261
R_dimidiatus_200_R_icteronotus_09,0.2927,0.0978,0.3083,0.52,0.4578,0.5,0.1813,0.3742,0.5521,0.8551
R_dimidiatus_200_R_icteronotus_10,0.4634,0.0,0.2857,0.12,0.4699,0.7422,0.0687,0.3142,0.5208,0.5942
R_dimidiatus_200_R_icteronotus_11,0.4146,0.1087,0.0226,0.0,0.5181,0.6992,0.1706,0.0,0.2562,0.9986
R_dimidiatus_200_R_icteronotus_12,0.3902,0.0652,0.0977,0.16,0.4458,0.6773,0.0994,0.0806,0.3229,0.7855
R_dimidiatus_200_R_icteronotus_13,0.4146,0.0978,0.188,0.2,0.4337,0.8047,0.0619,0.0706,0.3687,0.9
R_dimidiatus_200_R_icteronotus_14,0.3659,0.1957,0.218,0.2,0.5301,0.7656,0.0,0.3322,0.674,0.8551
R_dimidiatus_200_R_icteronotus_15,0.4878,0.2174,0.2331,0.36,0.5602,0.932,0.1562,0.1232,0.4833,0.7565
R_dimidiatus_200_R_icteronotus_16,0.3415,0.2391,0.0226,0.0,0.4819,0.7383,0.1544,0.1711,0.5438,0.8145
R_dimidiatus_200_R_icteronotus_17,0.3902,0.2935,0.0075,0.04,0.4578,0.8867,0.0344,0.0286,0.526,0.9797
R_dimidiatus_200_R_icteronotus_18,0.439,0.1739,0.0,0.16,0.494,0.8727,0.1075,0.0246,0.3844,0.829
R_dimidiatus_200_R_icteronotus_22,0.4878,0.25,0.0602,0.2,0.5301,0.7484,0.1631,0.0759,0.5167,0.6884
R_dimidiatus_200_R_icteronotus_23,0.3902,0.2391,0.0977,0.16,0.5422,0.8297,0.1475,0.2057,0.4917,0.8478
R_dimidiatus_200_R_icteronotus_24,0.4146,0.2065,0.0376,0.12,0.506,0.9805,0.0663,0.1298,0.474,0.7188
R_dimidiatus_200_R_icteronotus_26,0.4878,0.1576,0.1744,0.26,0.4934,0.7531,0.1375,0.2557,0.5135,0.8072
R_dimidiatus_200_R_icteronotus_28,0.7805,0.2391,0.1729,0.4,0.5422,0.8656,0.1356,0.2071,0.4167,0.7348
R_dimidiatus_200_R_icteronotus_50,0.2683,0.1413,0.203,0.36,0.6024,0.6438,1.0,0.6605,0.2198,0.6594
R_dimidiatus_200_R_icteronotus_51,0.4878,0.2283,0.2406,0.32,0.7229,0.7266,1.0,0.5979,0.2552,0.7464
R_dimidiatus_200_R_icteronotus_52,0.4146,0.0761,0.3684,0.08,0.6386,0.9219,1.0,0.4008,0.7917,1.0
R_dimidiatus_200_R_icteronotus_53,0.5122,0.2283,0.3008,0.64,0.6024,0.8977,1.0,0.3708,0.5375,0.7696
R_dimidiatus_201_R_dimidiatus_203,1.0,0.9457,0.9098,0.4,0.8434,0.8438,1.0,0.9334,0.1667,0.5652
R_dimidiatus_201_R_dimidiatus_204,0.878,0.8913,0.8195,0.68,0.9277,0.8242,1.0,0.8023,0.2802,0.6261
R_dimidiatus_201_R_dimidiatus_205,0.9756,0.913,0.8045,0.88,0.8434,0.932,1.0,0.8875,0.1896,0.5435
R_dimidiatus_201_R_icteronotus_02,0.7317,0.6522,0.9023,0.8,0.8795,0.4375,1.0,0.8402,0.5208,0.913
R_dimidiatus_201_R_icteronotus_04,0.9268,0.6957,0.6992,0.72,0.6988,0.6094,0.25,0.9867,0.6354,0.7971
R_dimidiatus_201_R_icteronotus_05,0.6829,0.8043,0.6165,0.68,0.7349,0.4531,0.225,0.9068,0.5833,0.7826
R_dimidiatus_201_R_icteronotus_06,0.7805,0.6957,0.5639,0.68,0.6988,0.7187,0.125,0.9534,0.2812,0.8116
R_dimidiatus_201_R_icteronotus_07,0.7317,0.6957,0.6767,0.48,0.7349,0.8047,0.1375,0.8269,0.2708,0.6957
R_dimidiatus_201_R_icteronotus_08,0.3902,0.6957,0.6391,0.88,0.7952,0.7812,0.2438,0.9667,0.3646,0.7391
R_dimidiatus_201_R_icteronotus_09,0.6341,0.663,0.7744,0.88,0.7229,0.4219,0.1813,0.9734,0.4479,0.7101
R_dimidiatus_201_R_icteronotus_10,0.8049,0.5652,0.7519,0.48,0.7349,0.6641,0.0687,0.9134,0.4167,0.971
R_dimidiatus_201_R_icteronotus_11,0.7561,0.6739,0.4887,0.36,0.7831,0.6211,0.1706,0.5992,0.1521,0.5638
R_dimidiatus_201_R_icteronotus_12,0.7317,0.6304,0.5639,0.52,0.7108,0.5992,0.0994,0.6798,0.2187,0.7797
R_dimidiatus_201_R_icteronotus_13,0.7561,0.663,0.6541,0.56,0.6988,0.8828,0.0619,0.6698,0.2646,0.6652
R_dimidiatus_201_R_icteronotus_14,0.7073,0.7609,0.6842,0.56,0.7952,0.6875,0.0,0.9314,0.5698,0.4203
R_dimidiatus_201_R_icteronotus_15,0.8293,0.7826,0.6992,0.72,0.8253,0.8539,0.1562,0.7224,0.3792,0.8087
R_dimidiatus_201_R_icteronotus_16,0.6829,0.8043,0.4887,0.36,0.747,0.6602,0.1544,0.7703,0.4396,0.7507
R_dimidiatus_201_R_icteronotus_17,0.7317,0.8587,0.4737,0.4,0.7229,0.8086,0.0344,0.6278,0.4219,0.5855
R_dimidiatus_201_R_icteronotus_18,0.7805,0.7391,0.4662,0.52,0.759,0.7945,0.1075,0.6238,0.2802,0.7362
R_dimidiatus_201_R_icteronotus_22,0.8293,0.8152,0.5263,0.56,0.7952,0.6703,0.1631,0.6751,0.4125,0.8768
R_dimidiatus_201_R_icteronotus_23,0.7317,0.8043,0.5639,0.52,0.8072,0.7516,0.1475,0.8049,0.3875,0.7174
R_dimidiatus_201_R_icteronotus_24,0.7561,0.7717,0.5038,0.48,0.7711,0.9023,0.0663,0.729,0.3698,0.8464
R_dimidiatus_201_R_icteronotus_26,0.8293,0.7228,0.6406,0.62,0.7584,0.675,0.1375,0.8549,0.4094,0.758
R_dimidiatus_201_R_icteronotus_28,0.878,0.8043,0.6391,0.76,0.8072,0.7875,0.1356,0.8063,0.3125,0.8304
R_dimidiatus_201_R_icteronotus_50,0.6098,0.7065,0.6692,0.72,0.8675,0.5656,1.0,0.7403,0.1156,0.9058
R_dimidiatus_201_R_icteronotus_51,0.8293,0.7935,0.7068,0.68,0.988,0.6484,1.0,0.8029,0.151,0.8188
R_dimidiatus_201_R_icteronotus_52,0.7561,0.6413,0.8346,0.44,0.9036,1.0,1.0,1.0,0.6875,0.5652
R_dimidiatus_201_R_icteronotus_53,0.8537,0.7935,0.7669,1.0,0.8675,0.8195,1.0,0.97,0.4333,0.7957
R_dimidiatus_203_R_dimidiatus_204,0.878,0.9457,0.7293,0.72,0.9157,0.668,1.0,0.7357,0.8865,0.9391
R_dimidiatus_203_R_dimidiatus_205,0.9756,0.9674,0.7143,0.52,1.0,0.9117,1.0,0.8209,0.9771,0.9783
R_dimidiatus_203_R_icteronotus_02,0.7317,0.7065,0.812,0.6,0.9639,0.2813,1.0,0.7736,0.6458,0.6522
R_dimidiatus_203_R_icteronotus_04,0.9268,0.75,0.609,0.68,0.8554,0.4531,0.25,0.9467,0.5312,0.7681
R_dimidiatus_203_R_icteronotus_05,0.6829,0.8587,0.5263,0.72,0.8916,0.2969,0.225,0.9734,0.5833,0.7826
R_dimidiatus_203_R_icteronotus_06,0.7805,0.75,0.4737,0.72,0.8554,0.5625,0.125,0.8868,0.8854,0.7536
R_dimidiatus_203_R_icteronotus_07,0.7317,0.75,0.5865,0.92,0.8916,0.6484,0.1375,0.7603,0.8958,0.8696
R_dimidiatus_203_R_icteronotus_08,0.3902,0.75,0.5489,0.52,0.9518,0.625,0.2438,0.9001,0.8021,0.8261
R_dimidiatus_203_R_icteronotus_09,0.6341,0.7174,0.6842,0.52,0.8795,0.2656,0.1813,0.9068,0.7188,0.8551
R_dimidiatus_203_R_icteronotus_10,0.8049,0.6196,0.6617,0.92,0.8916,0.5078,0.0687,0.8469,0.75,0.5942
R_dimidiatus_203_R_icteronotus_11,0.7561,0.7283,0.3985,0.96,0.9398,0.4648,0.1706,0.5326,0.9854,0.9986
R_dimidiatus_203_R_icteronotus_12,0.7317,0.6848,0.4737,0.88,0.8675,0.443,0.0994,0.6132,0.9479,0.7855
R_dimidiatus_203_R_icteronotus_13,0.7561,0.7174,0.5639,0.84,0.8554,0.9609,0.0619,0.6032,0.9021,0.9
R_dimidiatus_203_R_icteronotus_14,0.7073,0.8152,0.594,0.84,0.9518,0.5312,0.0,0.8648,0.5969,0.8551
R_dimidiatus_203_R_icteronotus_15,0.8293,0.837,0.609,0.68,0.9819,0.6977,0.1562,0.6558,0.7875,0.7565
R_dimidiatus_203_R_icteronotus_16,0.6829,0.8587,0.3985,0.96,0.9036,0.5039,0.1544,0.7037,0.7271,0.8145
R_dimidiatus_203_R_icteronotus_17,0.7317,0.913,0.3835,1.0,0.8795,0.6523,0.0344,0.5613,0.7448,0.9797
R_dimidiatus_203_R_icteronotus_18,0.7805,0.7935,0.3759,0.88,0.9157,0.6383,0.1075,0.5573,0.8865,0.829
R_dimidiatus_203_R_icteronotus_22,0.8293,0.8696,0.4361,0.84,0.9518,0.5141,0.1631,0.6085,0.7542,0.6884
R_dimidiatus_203_R_icteronotus_23,0.7317,0.8587,0.4737,0.88,0.9639,0.5953,0.1475,0.7383,0.7792,0.8478
R_dimidiatus_203_R_icteronotus_24,0.7561,0.8261,0.4135,0.92,0.9277,0.7461,0.0663,0.6625,0.7969,0.7188
R_dimidiatus_203_R_icteronotus_26,0.8293,0.7772,0.5504,0.78,0.9151,0.5188,0.1375,0.7883,0.7573,0.8072
R_dimidiatus_203_R_icteronotus_28,0.878,0.8587,0.5489,0.64,0.9639,0.6313,0.1356,0.7397,0.8542,0.7348
R_dimidiatus_203_R_icteronotus_50,0.6098,0.7609,0.5789,0.68,0.9759,0.4094,1.0,0.8069,0.949,0.6594
R_dimidiatus_203_R_icteronotus_51,0.8293,0.8478,0.6165,0.72,0.8554,0.4922,1.0,0.8695,0.9844,0.7464
R_dimidiatus_203_R_icteronotus_52,0.7561,0.6957,0.7444,0.96,0.9398,0.8438,1.0,0.9334,0.4792,1.0
R_dimidiatus_203_R_icteronotus_53,0.8537,0.8478,0.6767,0.4,0.9759,0.6633,1.0,0.9035,0.7333,0.7696
R_dimidiatus_204_R_dimidiatus_205,0.8537,0.9783,0.985,0.8,0.9157,0.7562,1.0,0.9148,0.9094,0.9174
R_dimidiatus_204_R_icteronotus_02,0.8537,0.7609,0.9173,0.88,0.9518,0.6133,1.0,0.9621,0.7594,0.713
R_dimidiatus_204_R_icteronotus_04,0.8049,0.8043,0.8797,0.96,0.7711,0.7852,0.25,0.7889,0.6448,0.829
R_dimidiatus_204_R_icteronotus_05,0.8049,0.913,0.797,1.0,0.8072,0.6289,0.225,0.7091,0.6969,0.8435
R_dimidiatus_204_R_icteronotus_06,0.9024,0.8043,0.7444,1.0,0.7711,0.8945,0.125,0.8489,0.999,0.8145
R_dimidiatus_204_R_icteronotus_07,0.8537,0.8043,0.8571,0.8,0.8072,0.9805,0.1375,0.9754,0.9906,0.9304
R_dimidiatus_204_R_icteronotus_08,0.2683,0.8043,0.8195,0.8,0.8675,0.957,0.2438,0.8356,0.9156,0.887
R_dimidiatus_204_R_icteronotus_09,0.7561,0.7717,0.9549,0.8,0.7952,0.5977,0.1813,0.8289,0.8323,0.9159
R_dimidiatus_204_R_icteronotus_10,0.9268,0.6739,0.9323,0.8,0.8072,0.8398,0.0687,0.8888,0.8635,0.6551
R_dimidiatus_204_R_icteronotus_11,0.878,0.7826,0.6692,0.68,0.8554,0.7969,0.1706,0.7969,0.8719,0.9377
R_dimidiatus_204_R_icteronotus_12,0.8537,0.7391,0.7444,0.84,0.7831,0.775,0.0994,0.8775,0.9385,0.8464
R_dimidiatus_204_R_icteronotus_13,0.878,0.7717,0.8346,0.88,0.7711,0.707,0.0619,0.8675,0.9844,0.9609
R_dimidiatus_204_R_icteronotus_14,0.8293,0.8696,0.8647,0.88,0.8675,0.8633,0.0,0.8708,0.7104,0.7942
R_dimidiatus_204_R_icteronotus_15,0.9512,0.8913,0.8797,0.96,0.8976,0.9703,0.1562,0.9201,0.901,0.8174
R_dimidiatus_204_R_icteronotus_16,0.8049,0.913,0.6692,0.68,0.8193,0.8359,0.1544,0.968,0.8406,0.8754
R_dimidiatus_204_R_icteronotus_17,0.8537,0.9674,0.6541,0.72,0.7952,0.9844,0.0344,0.8256,0.8583,0.9594
R_dimidiatus_204_R_icteronotus_18,0.9024,0.8478,0.6466,0.84,0.8313,0.9703,0.1075,0.8216,1.0,0.8899
R_dimidiatus_204_R_icteronotus_22,0.9512,0.9239,0.7068,0.88,0.8675,0.8461,0.1631,0.8728,0.8677,0.7493
R_dimidiatus_204_R_icteronotus_23,0.8537,0.913,0.7444,0.84,0.8795,0.9273,0.1475,0.9973,0.8927,0.9087
R_dimidiatus_204_R_icteronotus_24,0.878,0.8804,0.6842,0.8,0.8434,0.9219,0.0663,0.9268,0.9104,0.7797
R_dimidiatus_204_R_icteronotus_26,0.9512,0.8315,0.8211,0.94,0.8307,0.8508,0.1375,0.9474,0.8708,0.8681
R_dimidiatus_204_R_icteronotus_28,0.7561,0.913,0.8195,0.92,0.8795,0.9633,0.1356,0.996,0.9677,0.7957
R_dimidiatus_204_R_icteronotus_50,0.7317,0.8152,0.8496,0.96,0.9398,0.7414,1.0,0.5426,0.8354,0.7203
R_dimidiatus_204_R_icteronotus_51,0.9512,0.9022,0.8872,1.0,0.9398,0.8242,1.0,0.6052,0.8708,0.8072
R_dimidiatus_204_R_icteronotus_52,0.878,0.75,0.985,0.76,0.9759,0.8242,1.0,0.8023,0.5927,0.9391
R_dimidiatus_204_R_icteronotus_53,0.9756,0.9022,0.9474,0.68,0.9398,0.9953,1.0,0.8322,0.8469,0.8304
R_dimidiatus_205_R_icteronotus_02,0.7073,0.7391,0.9023,0.92,0.9639,0.3695,1.0,0.9527,0.6688,0.6304
R_dimidiatus_205_R_icteronotus_04,0.9512,0.7826,0.8947,0.84,0.8554,0.5414,0.25,0.8742,0.5542,0.7464
R_dimidiatus_205_R_icteronotus_05,0.6585,0.8913,0.812,0.8,0.8916,0.3852,0.225,0.7943,0.6063,0.7609
R_dimidiatus_205_R_icteronotus_06,0.7561,0.7826,0.7594,0.8,0.8554,0.6508,0.125,0.9341,0.9083,0.7319
R_dimidiatus_205_R_icteronotus_07,0.7073,0.7826,0.8722,0.6,0.8916,0.7367,0.1375,0.9394,0.9188,0.8478
R_dimidiatus_205_R_icteronotus_08,0.4146,0.7826,0.8346,1.0,0.9518,0.7133,0.2438,0.9208,0.825,0.8043
R_dimidiatus_205_R_icteronotus_09,0.6098,0.75,0.9699,1.0,0.8795,0.3539,0.1813,0.9141,0.7417,0.8333
R_dimidiatus_205_R_icteronotus_10,0.7805,0.6522,0.9474,0.6,0.8916,0.5961,0.0687,0.974,0.7729,0.5725
R_dimidiatus_205_R_icteronotus_11,0.7317,0.7609,0.6842,0.48,0.9398,0.5531,0.1706,0.7117,0.9625,0.9797
R_dimidiatus_205_R_icteronotus_12,0.7073,0.7174,0.7594,0.64,0.8675,0.5312,0.0994,0.7923,0.9708,0.7638
R_dimidiatus_205_R_icteronotus_13,0.7317,0.75,0.8496,0.68,0.8554,0.9508,0.0619,0.7823,0.925,0.8783
R_dimidiatus_205_R_icteronotus_14,0.6829,0.8478,0.8797,0.68,0.9518,0.6195,0.0,0.9561,0.6198,0.8768
R_dimidiatus_205_R_icteronotus_15,0.8049,0.8696,0.8947,0.84,0.9819,0.7859,0.1562,0.8349,0.8104,0.7348
R_dimidiatus_205_R_icteronotus_16,0.6585,0.8913,0.6842,0.48,0.9036,0.5922,0.1544,0.8828,0.75,0.7928
R_dimidiatus_205_R_icteronotus_17,0.7073,0.9457,0.6692,0.52,0.8795,0.7406,0.0344,0.7403,0.7677,0.958
R_dimidiatus_205_R_icteronotus_18,0.7561,0.8261,0.6617,0.64,0.9157,0.7266,0.1075,0.7364,0.9094,0.8072
R_dimidiatus_205_R_icteronotus_22,0.8049,0.9022,0.7218,0.68,0.9518,0.6023,0.1631,0.7876,0.7771,0.6667
R_dimidiatus_205_R_icteronotus_23,0.7073,0.8913,0.7594,0.64,0.9639,0.6836,0.1475,0.9174,0.8021,0.8261
R_dimidiatus_205_R_icteronotus_24,0.7317,0.8587,0.6992,0.6,0.9277,0.8344,0.0663,0.8415,0.8198,0.6971
R_dimidiatus_205_R_icteronotus_26,0.8049,0.8098,0.8361,0.74,0.9151,0.607,0.1375,0.9674,0.7802,0.7855
R_dimidiatus_205_R_icteronotus_28,0.9024,0.8913,0.8346,0.88,0.9639,0.7195,0.1356,0.9188,0.8771,0.713
R_dimidiatus_205_R_icteronotus_50,0.5854,0.7935,0.8647,0.84,0.9759,0.4977,1.0,0.6278,0.926,0.6377
R_dimidiatus_205_R_icteronotus_51,0.8049,0.8804,0.9023,0.8,0.8554,0.5805,1.0,0.6904,0.9615,0.7246
R_dimidiatus_205_R_icteronotus_52,0.7317,0.7283,0.9699,0.56,0.9398,0.932,1.0,0.8875,0.5021,0.9783
R_dimidiatus_205_R_icteronotus_53,0.8293,0.8804,0.9624,0.88,0.9759,0.7516,1.0,0.9174,0.7562,0.7478
R_icteronotus_02_R_icteronotus_04,0.6585,0.9565,0.797,0.92,0.8193,0.8281,0.25,0.8269,0.8854,0.8841
